22	https://s3-media4.fl.yelpcdn.com/bphoto/lokjec_jQy7Quc2co4Voeg/o.jpg	58	5
23	https://s3-media1.fl.yelpcdn.com/bphoto/4PKpYavKII2S5t4LyqVLJA/o.jpg	12	2
24	https://s3-media1.fl.yelpcdn.com/bphoto/sJOKYa6_y_AodSlMBH9IbA/o.jpg	45	5
25	https://s3-media1.fl.yelpcdn.com/bphoto/sIs3kIJxv0cFlWGLG-pdYw/o.jpg	23	9
26	https://s3-media3.fl.yelpcdn.com/bphoto/JIZyDmBBl0flCyQsliQqRA/o.jpg	82	9
27	https://s3-media1.fl.yelpcdn.com/bphoto/h_4PImxJvkSl-DeCyq6uag/o.jpg	88	1
28	https://s3-media4.fl.yelpcdn.com/bphoto/NrGw9alaEPQ-EW7aaGpxWQ/o.jpg	59	3
29	https://s3-media2.fl.yelpcdn.com/bphoto/y4vzzB_fJpzvKnA-Ka-Lcw/o.jpg	8	5
30	https://s3-media1.fl.yelpcdn.com/bphoto/QbqCC1IiPS1O6nIK6734Ng/o.jpg	23	7
31	https://s3-media1.fl.yelpcdn.com/bphoto/YMZDvRjbbtvR23_n1HGB0w/o.jpg	2	10
32	https://s3-media4.fl.yelpcdn.com/bphoto/lokjec_jQy7Quc2co4Voeg/o.jpg	50	10
33	https://s3-media1.fl.yelpcdn.com/bphoto/oAdfYdes8tbm7LtdLwoirg/o.jpg	56	5
34	https://s3-media4.fl.yelpcdn.com/bphoto/Kau2nVXb86awQuf__6ne1Q/o.jpg	94	8
35	https://s3-media1.fl.yelpcdn.com/bphoto/h_4PImxJvkSl-DeCyq6uag/o.jpg	28	5
36	https://s3-media3.fl.yelpcdn.com/bphoto/P4B4KHEOcCMTHX6jpomTrQ/o.jpg	35	3
37	https://s3-media1.fl.yelpcdn.com/bphoto/4PKpYavKII2S5t4LyqVLJA/o.jpg	78	5
38	https://s3-media4.fl.yelpcdn.com/bphoto/hQDnWccGdgPHJDfa4Ht5Ig/o.jpg	83	5
39	https://s3-media1.fl.yelpcdn.com/bphoto/FBoLLCJsOE2lL-Mbcy9S9w/o.jpg	93	2
40	https://s3-media1.fl.yelpcdn.com/bphoto/h_4PImxJvkSl-DeCyq6uag/o.jpg	40	1
41	https://s3-media2.fl.yelpcdn.com/bphoto/y4vzzB_fJpzvKnA-Ka-Lcw/o.jpg	29	5
42	https://s3-media1.fl.yelpcdn.com/bphoto/Hcl8zR7tBbMKKudXtzbEMA/o.jpg	67	9
43	https://s3-media4.fl.yelpcdn.com/bphoto/nz5gTrP0MasImd1nq3o6RQ/o.jpg	20	5
44	https://s3-media1.fl.yelpcdn.com/bphoto/4gUN0paSkCNPBqV5evvLkQ/o.jpg	30	8
45	https://s3-media3.fl.yelpcdn.com/bphoto/JIZyDmBBl0flCyQsliQqRA/o.jpg	28	2
46	https://s3-media1.fl.yelpcdn.com/bphoto/FBoLLCJsOE2lL-Mbcy9S9w/o.jpg	43	6
47	https://s3-media2.fl.yelpcdn.com/bphoto/jGNsTWAg3B2eb5BRwEx1lA/o.jpg	67	1
48	https://s3-media1.fl.yelpcdn.com/bphoto/4PKpYavKII2S5t4LyqVLJA/o.jpg	48	10
49	https://s3-media3.fl.yelpcdn.com/bphoto/75SLAExTKsx2wdm9TFr0nw/o.jpg	36	9
50	https://s3-media4.fl.yelpcdn.com/bphoto/NrGw9alaEPQ-EW7aaGpxWQ/o.jpg	77	2
